month,Rainfall,min_tmin,mean_tmin,max_tmin,min_tmax,mean_tmax,max_tmax
1975-09,,16,18.1,19.8,23,26.9,28.8
1975-10,,14,16.9,19.2,24.3,26.6,29.6
1975-11,,10.6,14.4,19.9,21.4,25.1,29.5
1975-12,,8.1,11.9,16,15.6,23.9,27.2
1976-01,,5.2,9.9,16.8,20.2,24.4,27
1976-02,,3.7,12.5,18.7,22.4,25.7,29.4
1976-03,,12.1,17.5,22.3,26.2,30.2,32.6
1976-04,,12.4,19.6,24.5,19,31.1,35.5
1976-05,,17,20.1,24.1,28.5,32.4,35.8
1976-06,,17,18.8,22.2,20.4,29.4,34.9
1976-07,,16.4,18.2,19.9,23.2,27.1,30.4
1976-09,,16,17.9,19.2,24.1,27.5,29.7
1976-10,,12.9,16.2,19,21.5,27,29.9
1976-11,,9.9,13.9,18,24,27.7,31.5
1976-12,,6.5,10.5,14.5,20.5,25.8,29.2
1977-01,,6.4,12.6,17.3,23,24.8,27
1977-02,,8.8,13.7,18.5,22.7,27.6,30.5
1977-03,,11.5,17.8,22,28.5,30.8,32.7
1977-04,,17.5,21,24.7,29.7,33.4,36.6
1977-05,,16.4,19.4,23,24.3,31.9,36.2
1977-06,,17.4,19,22.5,23.4,28.1,32.5
1977-07,,15.7,18.3,19.9,24.3,27.6,29.5
1977-08,,15.6,18.2,19.9,22.7,27.7,30.5
1977-09,,16.5,18.2,19.2,23.1,26.7,30.2
1977-10,,12,17,18.9,21.9,27.3,30.5
1977-11,,9.8,14,18.8,25.3,27,29.4
1977-12,,,,,21.1,24.4,27.2
1978-01,,8.5,11.3,13.8,20.9,24.3,27.9
1978-02,,6.2,14.1,20.4,25.9,28.5,31.1
1978-03,,12.9,17.6,21.6,26,31.3,35.5
1978-04,,15.6,20.8,24.6,23.4,32.5,35.4
1978-05,,14.6,18,22.1,26.4,30.4,33.6
1978-06,,15.9,17.7,20.4,24.4,27.4,30.9
1978-07,,14.5,17.8,21.2,22.9,28.3,31
1978-08,,14.9,18.1,21,22.8,27.6,30.9
1978-09,,16.8,18.5,20.4,24.1,27.4,29.6
1978-10,,12.9,16.3,19.5,25.4,27.6,30.2
1978-11,,10.9,13.6,17.3,22.2,26.9,29.5
